OBJECTNUMMER;Gebied;Jaar;Waargenomen_bijen;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
109;"Beemsterstraat";2014;"Gewone geurgroefbij - Gewone maskerbij - Grasbij - Tuinbladsnijder - Tuinmaskerbij - Wormkruidbij";"POINT(4.9506118,52.396443)";"POINT(52.396443,4.9506118)";4.9506118;52.396443;
110;"Bijlmerweide";2014;"Gewone dwergzandbij - Gewone geurgroefbij - Gewone sachembij - Grijze zandbij - Grote zijdebij - Roodpotige groefbij - Tronkenbij - Tuinbladsnijder - Tuinmaskerbij - Vosje - Wormkruidbij";"POINT(4.9878409,52.3264662)";"POINT(52.3264662,4.9878409)";4.9878409;52.3264662;
111;"Boris Pasternakstraat";2014;"Gewone dwergzandbij - Gewone geurgroefbij - Gewone maskerbij - Ingesnoerde groefbij - Tweekleurige zandbij - Wormkruidbij";"POINT(4.9427478,52.3183028)";"POINT(52.3183028,4.9427478)";4.9427478;52.3183028;
112;"Brinkstraat";2014;"Roodpotige groefbij";"POINT(4.9455101,52.34187)";"POINT(52.34187,4.9455101)";4.9455101;52.34187;
114;"Fietspad Abcoude";1998;"Ereprijszandbij - Gewone geurgroefbij - Rosse metselbij";"POINT(4.9595601,52.3049704)";"POINT(52.3049704,4.9595601)";4.9595601;52.3049704;
115;"Bijlmer laagbouw";1998;"Ereprijszandbij";"POINT(4.982691,52.3256308)";"POINT(52.3256308,4.982691)";4.982691;52.3256308;
116;"Ringvaartdijk T106";1998;"Grasbij - Kortsprietwespbij";"POINT(4.8051498,52.3325125)";"POINT(52.3325125,4.8051498)";4.8051498;52.3325125;
117;"Ringvaartdijk";1998;"Grasbij - Kortsprietwespbij - Matte bandgroefbij - Parkbronsgroefbij - Roodpotige groefbij - Tuinbladsnijder - Tweekleurige zandbij";"POINT(4.7559259,52.3570372)";"POINT(52.3570372,4.7559259)";4.7559259;52.3570372;
118;"Flierbosdreef";1998;"Ereprijszandbij";"POINT(4.959667,52.3108985)";"POINT(52.3108985,4.959667)";4.959667;52.3108985;
119;"Het Hoogt";1998;"Grote wolbij";"POINT(4.938338,52.3968474)";"POINT(52.3968474,4.938338)";4.938338;52.3968474;
120;"Buikslotermeerdijk";2014;"Gewone geurgroefbij - Grasbij - Roodgatje - Vosje";"POINT(4.9288752,52.4095313)";"POINT(52.4095313,4.9288752)";4.9288752;52.4095313;
121;"Darwinplantsoen";2014;"Gewone franjegroefbij - Gewone geurgroefbij - Gewone maskerbij - Grote bladsnijder - Grote wolbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Wormkruidbij";"POINT(4.9310639,52.3447577)";"POINT(52.3447577,4.9310639)";4.9310639;52.3447577;
122;"Diemerpark";2014;"Donkere wespbij - Duinzijdebij - Gewone dwergbloedbij - Gewone geurgroefbij - Gewone kleine wespbij - Goudpootzandbij - Grasbij - Grote bladsnijder - Grote wolbij - Grote zijdebij - Matte bandgroefbij - Parkbronsgroefbij - Pluimvoetbij - Rood-Zwarte dubbeltand - Roodgatje - Smalbandwespbij - Tweekleurige zandbij - Wimperflankzandbij - Wormkruidbij";"POINT(4.984751,52.353028)";"POINT(52.353028,4.984751)";4.984751;52.353028;
123;"Flevopark";2014;"Blauwe metselbij - Bruinsprietwespbij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Grasbij - Roodgatje - Rosse metselbij - Smalbandwespbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Witbaardzandbij";"POINT(4.950505,52.3630416)";"POINT(52.3630416,4.950505)";4.950505;52.3630416;
124;"Gijsbrecht van Aemstelpark";2014;"Ereprijszandbij - Fluitenkruidbij - Gewone dwergbloedbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone sachembij - Goudpootzandbij - Grasbij - Grote bladsnijder - Resedamaskerbij - Roodgatje - Roodpotige groefbij - Rosse metselbij - Schoffelbloedbij - Tuinbladsnijder - Viltvlekzandbij - Witbaardzandbij - Wormkruidbij";"POINT(4.8758752,52.3285643)";"POINT(52.3285643,4.8758752)";4.8758752;52.3285643;
125;"Van der Boechorststraat";2014;"Gewone dwergzandbij - Gewone sachembij - Goudpootzandbij - Roodgatje - Rosse metselbij - Smalbandwespbij - Viltvlekzandbij - Vosje - Witbaardzandbij";"POINT(4.8620989,52.3307044)";"POINT(52.3307044,4.8620989)";4.8620989;52.3307044;
126;"Heemtuin Berend Seinen";2014;"Blauwe metselbij - Duinzijdebij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Grasbij - Grote bladsnijder - Grote wolbij - Langkopsmaragdgroefbij - Matte bandgroefbij - Rosse metselbij - Tuinbladsnijder - Vosje - Weidemaskerbij";"POINT(4.942817,52.3985297)";"POINT(52.3985297,4.942817)";4.942817;52.3985297;
127;"Havengebied";2014;"Gewone geurgroefbij - Grasbij - Grote bloedbij - Matte bandgroefbij - Pantserbloedbij - Roodgatje - Witbaardzandbij - Wormkruidbij";"POINT(4.7946789,52.4142462)";"POINT(52.4142462,4.7946789)";4.7946789;52.4142462;
128;"Heggenrankweg 87: N.J.Schaaptuin";2014;"Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Goudpootzandbij - Grasbij - Grote bladsnijder - Grote wolbij - Tuinbladsnijder - Tweekleurige zandbij";"POINT(4.9118812,52.3965804)";"POINT(52.3965804,4.9118812)";4.9118812;52.3965804;
129;"Hermitage";2014;"Grote bladsnijder";"POINT(4.9022682,52.3651091)";"POINT(52.3651091,4.9022682)";4.9022682;52.3651091;
130;"Hortus botanicus";2014;"Geelgerande tubebij - Gewone dwergzandbij - Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Gewone slobkousbij - Grote bladsnijder - Grote klokjesbij - Grote wolbij - Matte bandgroefbij - Resedamaskerbij - Rosse metselbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Vosje - Witbaardzandbij - Wormkruidbij";"POINT(4.9081361,52.3667761)";"POINT(52.3667761,4.9081361)";4.9081361;52.3667761;
131;"Kalfjeslaan";2014;"Bleekvlekwespbij - Gewone dubbeltand - Gewone dwergbloedbij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone kleine wespbij - Gewone sachembij - Gewone slobkousbij - Grasbij - Grijze rimpelrug - Grijze zandbij - Grote bladsnijder - Grote klokjesbij - Grote wolbij - Matte bandgroefbij - Rood-Zwarte dubbeltand - Roodbuikje - Roodgatje - Rosse metselbij - Tronkenbij - Tuinbladsnijder - Tweekleurige zandbij - Vosje - Witbaardzandbij - Wormkruidbij";"POINT(4.8770769,52.3219573)";"POINT(52.3219573,4.8770769)";4.8770769;52.3219573;
132;"Kramatweg";2014;"Blauwe metselbij - Dikkopbloedbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone kleine wespbij - Gewone maskerbij - Smalbandwespbij - Wormkruidbij";"POINT(4.946481,52.3651396)";"POINT(52.3651396,4.946481)";4.946481;52.3651396;
133;"Keizersgracht 177";2014;"Grote bladsnijder - Tuinmaskerbij";"POINT(4.885453,52.3745276)";"POINT(52.3745276,4.885453)";4.885453;52.3745276;
134;"Kelbergen";2014;"Gewone maskerbij - Matte bandgroefbij - Wormkruidbij";"POINT(4.972348,52.3105322)";"POINT(52.3105322,4.972348)";4.972348;52.3105322;
135;"Leusdenhof";2014;"Gehoornde metselbij - Gewone geurgroefbij - Grasbij - Rood-Zwarte dubbeltand - Rosse metselbij - Tuinmaskerbij - Tweekleurige zandbij - Vosje - Wormkruidbij";"POINT(4.9785712,52.3084723)";"POINT(52.3084723,4.9785712)";4.9785712;52.3084723;
136;"Nieuwe Oosterbegraafplaats";2014;"Duinzijdebij - Gewone dwergbloedbij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone sachembij - Grasbij - Grote bladsnijder - Grote klokjesbij - Langkopsmaragdgroefbij - Parkbronsgroefbij - Rood-Zwarte dubbeltand - Roodgatje - Roodpotige groefbij - Rosse metselbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Viltvlekzandbij - Wormkruidbij";"POINT(4.9377592,52.3444563)";"POINT(52.3444563,4.9377592)";4.9377592;52.3444563;
137;"Park Frankendael";2014;"Andoornbij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Gewone slobkousbij - Gewone wespbij - Goudpootzandbij - Grasbij - Grote bladsnijder - Grote klokjesbij - Grote wolbij - Ruige behangersbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Vosje - Wormkruidbij";"POINT(4.9309781,52.3504874)";"POINT(52.3504874,4.9309781)";4.9309781;52.3504874;
138;"Piet Heinkade";2014;"Duinzijdebij - Gewone geurgroefbij - Grasbij - Grote bladsnijder - Grote klokjesbij - Matte bandgroefbij - Pluimvoetbij - Resedamaskerbij - Tronkenbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij";"POINT(4.9320939,52.3735472)";"POINT(52.3735472,4.9320939)";4.9320939;52.3735472;
139;"Ploegstraat";2014;"Gewone maskerbij";"POINT(4.9465239,52.3423392)";"POINT(52.3423392,4.9465239)";4.9465239;52.3423392;
140;"Puttersplantsoen";2014;"Wormkruidbij";"POINT(4.9610722,52.3169371)";"POINT(52.3169371,4.9610722)";4.9610722;52.3169371;
141;"Ringvaart bij flevopark";2014;"Gewone slobkousbij";"POINT(4.952049,52.3576438)";"POINT(52.3576438,4.952049)";4.952049;52.3576438;
142;"Ringweg Zuid";2014;"Gewone franjegroefbij - Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Grote bladsnijder - Grote klokjesbij - Rosse metselbij - Wormkruidbij";"POINT(4.8878052,52.3371169)";"POINT(52.3371169,4.8878052)";4.8878052;52.3371169;
143;"Sarphatipark";2014;"Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Grote bladsnijder - Rosse metselbij - Tuinbladsnijder - Vosje";"POINT(4.8963778,52.3542983)";"POINT(52.3542983,4.8963778)";4.8963778;52.3542983;
144;"Schellingwoudedijk 280-340";2014;"Gewone maskerbij - Grote bladsnijder - Grote wolbij - Tweekleurige zandbij";"POINT(4.9650662,52.3826453)";"POINT(52.3826453,4.9650662)";4.9650662;52.3826453;
145;"Strandvlietpad";2014;"Rood-Zwarte dubbeltand - Tuinmaskerbij";"POINT(4.9527581,52.3202101)";"POINT(52.3202101,4.9527581)";4.9527581;52.3202101;
146;"Sumatraplantsoen";2014;"Gewone geurgroefbij - Tuinmaskerbij - Wormkruidbij";"POINT(4.9430048,52.3598906)";"POINT(52.3598906,4.9430048)";4.9430048;52.3598906;
147;"Texelsepad";2014;"Gewone dwergzandbij - Gewone geurgroefbij - Grasbij - Wormkruidbij";"POINT(4.9258978,52.3926932)";"POINT(52.3926932,4.9258978)";4.9258978;52.3926932;
148;"Van Boetzelaerstraat";2014;"Gewone geurgroefbij - Grote bladsnijder";"POINT(4.874244,52.3826644)";"POINT(52.3826644,4.874244)";4.874244;52.3826644;
149;"Van Hallstraat";2014;"Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Matte bandgroefbij - Tuinmaskerbij";"POINT(4.8715622,52.3803717)";"POINT(52.3803717,4.8715622)";4.8715622;52.3803717;
150;"Veeteeltstraat";2014;"Grote bladsnijder - Tweekleurige zandbij";"POINT(4.9473822,52.341397)";"POINT(52.341397,4.9473822)";4.9473822;52.341397;
151;"Vondelpark";2014;"Dikkopbloedbij - Gewone dwergzandbij - Gewone geurgroefbij - Gewone kleine wespbij - Gewone maskerbij - Gewone sachembij - Gewone smaragdgroefbij - Grote bladsnijder - Grote klokjesbij - Matte bandgroefbij - Roodgatje - Roodpotige groefbij - Rosse metselbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Witbaardzandbij";"POINT(4.8685148,52.3575942)";"POINT(52.3575942,4.8685148)";4.8685148;52.3575942;
152;"Waterbaan";2014;"Gewone maskerbij - Matte bandgroefbij - Tuinbladsnijder - Tuinmaskerbij - Tweekleurige zandbij - Wormkruidbij";"POINT(4.8685682,52.3836218)";"POINT(52.3836218,4.8685682)";4.8685682;52.3836218;
153;"Waterloop";2014;"Gewone geurgroefbij - Gewone sachembij - Grasbij - Rosse metselbij - Tuinbladsnijder - Tweekleurige zandbij - Vosje - Vroege zandbij";"POINT(4.869137,52.3836295)";"POINT(52.3836295,4.869137)";4.869137;52.3836295;
154;"Westerpark";2014;"Biggenkruidgroefbij - Gewone dwergzandbij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone smaragdgroefbij - Grasbij - Grote bladsnijder - Grote wolbij - Matte bandgroefbij - Roodgatje - Tuinmaskerbij - Tweekleurige zandbij";"POINT(4.8767221,52.3865477)";"POINT(52.3865477,4.8767221)";4.8767221;52.3865477;
155;"Westerpark Dijkje";2014;"Bruinsprietwespbij - Dikkopbloedbij - Gewone dwergzandbij - Grote bladsnijder - Pluimvoetbij - Rood-Zwarte dubbeltand - Roodbuikje";"POINT(4.871669,52.3881117)";"POINT(52.3881117,4.871669)";4.871669;52.3881117;
156;"Westerpark talud NS";2014;"Gewone sachembij - Grasbij - Grote zijdebij - Parkbronsgroefbij - Rosse metselbij - Tronkenbij - Vroege zandbij";"POINT(4.877291,52.387654)";"POINT(52.387654,4.877291)";4.877291;52.387654;
157;"Zuiderzeeweg";2014;"Gewone dwergzandbij - Gewone geurgroefbij - Rimpelkruinbloedbij - Wormkruidbij";"POINT(4.968271,52.3798873)";"POINT(52.3798873,4.968271)";4.968271;52.3798873;
158;"Rozenburglaan";2014;"Duinzijdebij - Gewone franjegroefbij - Gewone geurgroefbij - Gewone sachembij - Rosse metselbij - Vosje";"POINT(4.9385312,52.3398406)";"POINT(52.3398406,4.9385312)";4.9385312;52.3398406;
159;"Kabouterberg Elpermeer";2014;"Gewone dwergzandbij - Grasbij";"POINT(4.9481008,52.4032828)";"POINT(52.4032828,4.9481008)";4.9481008;52.4032828;
160;"Brettenzone";2014;"Bruinsprietwespbij - Dikkopbloedbij - Donkere wilgenzandbij - Gewone dubbeltand - Gewone dwergbloedbij - Gewone geurgroefbij - Gewone sachembij - Glanzende bandgroefbij - Goudpootzandbij - Grasbij - Grijze zandbij - Grote bladsnijder - Grote zijdebij - Matte bandgroefbij - Pluimvoetbij - Roodbuikje - Roodgatje - Viltvlekzandbij - Vosje - Vroege zandbij - Wormkruidbij - Zwart rosse zandbij - Zwartbronzen zandbij";"POINT(4.7754528,52.3875357)";"POINT(52.3875357,4.7754528)";4.7754528;52.3875357;
161;"Lelylaan";2014;"Donkere wespbij - Gewone geurgroefbij - Gewone wespbij";"POINT(4.8192689,52.35801)";"POINT(52.35801,4.8192689)";4.8192689;52.35801;
162;"Wiedijktuin";2014;"Fluitenkruidbij - Gewone geurgroefbij - Gewone maskerbij - Gewone slobkousbij - Gewone wespbij - Grote bladsnijder - Matte bandgroefbij - Rosse metselbij - Tuinbladsnijder - Vosje - Witbaardzandbij";"POINT(4.8164799,52.3569075)";"POINT(52.3569075,4.8164799)";4.8164799;52.3569075;
163;"Vrije Geer";2014;"Gewone geurgroefbij - Roodgatje - Rosse metselbij - Tuinbladsnijder";"POINT(4.8002579,52.3455321)";"POINT(52.3455321,4.8002579)";4.8002579;52.3455321;
164;"Plesmanlaan";2014;"Gewone geurgroefbij - Gewone sachembij - Parkbronsgroefbij - Roodpotige groefbij - Vosje";"POINT(4.8193982,52.35101)";"POINT(52.35101,4.8193982)";4.8193982;52.35101;
165;"Paden Powelweg";2014;"Gewone maskerbij - Gewone sachembij";"POINT(4.7914169,52.3556754)";"POINT(52.3556754,4.7914169)";4.7914169;52.3556754;
166;"Ponthaven";2014;"Dikkopbloedbij - Gewone dwergbloedbij - Grote bloedbij - Grote zijdebij - Vroege zandbij - Witbaardzandbij";"POINT(4.9273298,52.3840529)";"POINT(52.3840529,4.9273298)";4.9273298;52.3840529;
167;"Ringdijk";2014;"Gewone sachembij - Grasbij - Grote zijdebij - Tweekleurige zandbij";"POINT(4.9250562,52.3532645)";"POINT(52.3532645,4.9250562)";4.9250562;52.3532645;
168;"Sciencepark";2014;"Gewone kleine wespbij - Grasbij";"POINT(4.9594738,52.3558356)";"POINT(52.3558356,4.9594738)";4.9594738;52.3558356;
169;"Westpoortweg tijdelijke natuur";2015;"Grote bloedbij - Matte bandgroefbij - Pantserbloedbij - Roodgatje - Witbaardzandbij";"POINT(4.7417109,52.4282843)";"POINT(52.4282843,4.7417109)";4.7417109;52.4282843;
170;"Talud bosbaan";2017;"Fluitenkruidbij - Gewone franjegroefbij - Gewone sachembij - Goudpootzandbij - Grasbij - Grijze rimpelrug - Matte bandgroefbij - Roodgatje - Vosje - Witkopdwergzandbij";"POINT(4.8524631,52.3293838)";"POINT(52.3293838,4.8524631)";4.8524631;52.3293838;
171;"Zandplaats";2017;"Grijze zandbij - Matte bandgroefbij - Pantserbloedbij - Roodgatje - Rosse metselbij - Viltvlekzandbij - Witkopdwergzandbij - Wormkruidbij - Zwart rosse zandbij";"POINT(4.8464069,52.3290072)";"POINT(52.3290072,4.8464069)";4.8464069;52.3290072;
172;"Bosbaan - fietspad";2017;"Fluitenkruidbij - Gewone geurgroefbij - Gewone sachembij - Gewone wespbij - Goudpootzandbij - Meidoornzandbij - Rood-Zwarte dubbeltand - Roodgatje - Roodpotige groefbij - Sierlijke wespbij - Viltvlekzandbij - Witkopdwergzandbij";"POINT(4.8263176,52.3256269)";"POINT(52.3256269,4.8263176)";4.8263176;52.3256269;
173;"Heuvel Amsterdamse bos ";2017;"Gewone sachembij - Goudpootzandbij - Meidoornzandbij - Rood-Zwarte dubbeltand - Vosje";"POINT(4.8391348,52.3203655)";"POINT(52.3203655,4.8391348)";4.8391348;52.3203655;
174;"Heuvel Amsterdamse bos";2017;"Gewone sachembij - Goudpootzandbij - Matte bandgroefbij - Meidoornzandbij - Rood-Zwarte dubbeltand - Roodgatje - Viltvlekzandbij - Witkopdwergzandbij";"POINT(4.832382,52.3188996)";"POINT(52.3188996,4.832382)";4.832382;52.3188996;
175;"Heuvel Amsterdamse bos";2017;"Gewone geurgroefbij - Gewone sachembij - Goudpootzandbij - Meidoornzandbij - Viltvlekzandbij";"POINT(4.835285,52.3168318)";"POINT(52.3168318,4.835285)";4.835285;52.3168318;
176;"Heuvel Amsterdamse bos";2017;"Gewone geurgroefbij - Goudpootzandbij - Roodgatje";"POINT(4.8342753,52.3150139)";"POINT(52.3150139,4.8342753)";4.8342753;52.3150139;
177;"Amsterdamse bos vogeleiland";2017;"Gewone geurgroefbij - Gewone maskerbij - Gewone sachembij - Gewone wespbij - Goudpootzandbij - Rood-Zwarte dubbeltand - Roodgatje - Rosse metselbij - Tuinhommel - Viltvlekzandbij - Witkopdwergzandbij - Wormkruidbij";"POINT(4.8193729,52.3146377)";"POINT(52.3146377,4.8193729)";4.8193729;52.3146377;
178;"Amsterdamse bos";2017;"Gewone geurgroefbij - Gewone maskerbij - Rood-Zwarte dubbeltand - Roodgatje - Viltvlekzandbij - Wormkruidbij";"POINT(4.8154771,52.3089921)";"POINT(52.3089921,4.8154771)";4.8154771;52.3089921;
179;"Bloesempark Amsterdamse bos";2017;"Gewone geurgroefbij - Gewone slobkousbij - Goudpootzandbij - Meidoornzandbij";"POINT(4.8358398,52.303922)";"POINT(52.303922,4.8358398)";4.8358398;52.303922;
180;"Amsterdamse bos";2017;"Gewone wespbij - Goudpootzandbij - Rood-Zwarte dubbeltand - Roodpotige groefbij - Rosse metselbij - Smalbandwespbij - Viltvlekzandbij";"POINT(4.8190119,52.2980003)";"POINT(52.2980003,4.8190119)";4.8190119;52.2980003;
181;"Amsterdamse bos";2017;"Goudpootzandbij - Rood-Zwarte dubbeltand - Smalbandwespbij - Viltvlekzandbij";"POINT(4.8233161,52.2986113)";"POINT(52.2986113,4.8233161)";4.8233161;52.2986113;
185;"Amsterdamse bos";2017;"Rosse metselbij";"POINT(4.8311456,52.3119211)";"POINT(52.3119211,4.8311456)";4.8311456;52.3119211;
186;"Amsterdamse bos";2017;"Goudpootzandbij";"POINT(4.8317262,52.3101648)";"POINT(52.3101648,4.8317262)";4.8317262;52.3101648;
187;"Schinkelbos";2017;"Gewone geurgroefbij - Goudpootzandbij - Meidoornzandbij - Rood-Zwarte dubbeltand - Roodgatje - Tronkenbij - Tuinbladsnijder - Viltvlekzandbij - Vroege zandbij";"POINT(4.8081848,52.2995742)";"POINT(52.2995742,4.8081848)";4.8081848;52.2995742;
189;"Amstelveense Poel";2017;"Veenhommel";"POINT(4.8351758,52.2988703)";"POINT(52.2988703,4.8351758)";4.8351758;52.2988703;

